i,O_ICAO,D_ICAO,O_city,D_city,O_latitude,O_longtitude,D_latitude,D_longtitude,Pax
1260,LGAL,LGAV,Alexandroupolis,Athens,40.855869,25.956264,37.936358,23.944467,159192
1261,LGAL,OMAA,Alexandroupolis,Abu Dhabi,40.855869,25.956264,24.432972,54.651138,196302
1262,LGAV,OMDB,Athens,Dubai,37.936358,23.944467,25.252778,55.364444,385504
1263,LGAV,LATI,Athens,Tirana,37.936358,23.944467,41.414742,19.720561,120398
1264,LGAV,LOWW,Athens,Vienna,37.936358,23.944467,48.110278,16.569722,353002
1265,LGAV,EBBR,Athens,Brussels,37.936358,23.944467,50.901389,4.484444,411846
1266,LGAV,LBSF,Athens,Sofia,37.936358,23.944467,42.695194,23.406167,169878
1267,LGAV,CYYZ,Athens,Toronto,37.936358,23.944467,43.677223,-79.630556,102406
1268,LGAV,LSGG,Athens,Geneva,37.936358,23.944467,46.238064,6.10895,299828
1269,LGAV,LSZH,Athens,Zurich,37.936358,23.944467,47.464722,8.549167,675640
1270,LGAV,LCLK,Athens,Larnaca,37.936358,23.944467,34.875117,33.62485,1164142
1271,LGAV,LKPR,Athens,Prague,37.936358,23.944467,50.100833,14.26,98910
1272,LGAV,EDDB,Athens,Berlin,37.936358,23.944467,52.380001,13.5225,152364
1272,LGAV,EDDB,Athens,Berlin,37.936358,23.944467,52.366667,13.503333,152364
1273,LGAV,EDDF,Athens,Frankfurt,37.936358,23.944467,50.026421,8.543125,844336
1274,LGAV,EDDL,Athens,Duesseldorf,37.936358,23.944467,51.289453,6.766775,167222
1275,LGAV,EDDM,Athens,Munich,37.936358,23.944467,48.353783,11.786086,805828
1276,LGAV,EDDS,Athens,Stuttgart,37.936358,23.944467,48.689878,9.221964,: 
1277,LGAV,EDDT,Athens,Berlin,37.936358,23.944467,52.559686,13.287711,: 
1278,LGAV,EKCH,Athens,Copenhagen,37.936358,23.944467,55.617917,12.655972,249254
1279,LGAV,HECA,Athens,Cairo,37.936358,23.944467,30.121944,31.405556,182410
1280,LGAV,LGAL,Athens,Alexandroupolis,37.936358,23.944467,40.855869,25.956264,159675
1281,LGAV,LGHI,Athens,Chios,37.936358,23.944467,38.343175,26.140572,112298
1282,LGAV,LGIO,Athens,Ioannina,37.936358,23.944467,39.696388,20.8225,: 
1283,LGAV,LGIR,Athens,Heraklion,37.936358,23.944467,35.339719,25.180297,627257
1284,LGAV,LGKO,Athens,Kos,37.936358,23.944467,36.793335,27.091667,149418
1285,LGAV,LGKR,Athens,Kerkyra/corfu,37.936358,23.944467,39.601944,19.911667,196092
1286,LGAV,LGKV,Athens,Kavala,37.936358,23.944467,40.913306,24.619223,: 
1287,LGAV,LGLM,Athens,Limnos,37.936358,23.944467,39.917072,25.236308,: 
1288,LGAV,LGMK,Athens,Mykonos,37.936358,23.944467,37.435128,25.348103,215243
1289,LGAV,LGMT,Athens,Mytilini,37.936358,23.944467,39.056667,26.598333,206370
1290,LGAV,LGRP,Athens,Rhodos,37.936358,23.944467,36.405419,28.086192,431303
1291,LGAV,LGSA,Athens,Chania,37.936358,23.944467,35.531747,24.149678,307394
1292,LGAV,LGSM,Athens,Samos,37.936358,23.944467,37.689999,26.911667,100101
1293,LGAV,LGSR,Athens,Thira,37.936358,23.944467,36.399169,25.479333,372020
1294,LGAV,LGTS,Athens,Thessaloniki,37.936358,23.944467,40.519725,22.97095,888334
1295,LGAV,LEBL,Athens,Barcelona,37.936358,23.944467,41.297078,2.078464,293616
1296,LGAV,LEMD,Athens,Madrid,37.936358,23.944467,40.493556,-3.566764,282042
1297,LGAV,LFPG,Athens,Paris,37.936358,23.944467,49.012779,2.55,1166518
1298,LGAV,LFPO,Athens,Paris,37.936358,23.944467,48.725278,2.359444,108864
1299,LGAV,LHBP,Athens,Budapest,37.936358,23.944467,47.436933,19.255592,: 
1300,LGAV,LLBG,Athens,Tel-aviv,37.936358,23.944467,32.011389,34.886667,293570
1301,LGAV,LIMC,Athens,Milano,37.936358,23.944467,45.630606,8.728111,498546
1302,LGAV,LIML,Athens,Milan,37.936358,23.944467,45.445103,9.276739,: 
1303,LGAV,LIRF,Athens,Rome,37.936358,23.944467,41.804475,12.250797,1102314
1304,LGAV,OLBA,Athens,Beirut,37.936358,23.944467,33.820931,35.488389,85462
1305,LGAV,EHAM,Athens,Amsterdam,37.936358,23.944467,52.308613,4.763889,467762
1306,LGAV,EPWA,Athens,Warsaw,37.936358,23.944467,52.16575,20.967122,131364
1307,LGAV,OTBD,Athens,Doha,37.936358,23.944467,25.261125,51.565056,380238
1308,LGAV,LROP,Athens,Bucharest,37.936358,23.944467,44.572161,26.102178,238290
1309,LGAV,LYBE,Athens,Belgrade,37.936358,23.944467,44.818444,20.309139,129066
1310,LGAV,UUDD,Athens,Moscow,37.936358,23.944467,55.408611,37.906111,128712
1311,LGAV,UUEE,Athens,Moscow,37.936358,23.944467,55.972642,37.414589,258096
1312,LGAV,ESSA,Athens,Stockholm,37.936358,23.944467,59.651944,17.918611,104138
1313,LGAV,VTBD,Athens,Bangkok,37.936358,23.944467,13.912583,100.60675,: 
1314,LGAV,LTBA,Athens,Istanbul,37.936358,23.944467,40.976922,28.814606,971258
1315,LGAV,LTFJ,Athens,Istanbul,37.936358,23.944467,40.898553,29.309219,98108
1316,LGAV,EGCC,Athens,Manchester,37.936358,23.944467,53.353744,-2.27495,127166
1317,LGAV,EGGW,Athens,London,37.936358,23.944467,51.874722,-0.368333,: 
1318,LGAV,EGKK,Athens,London,37.936358,23.944467,51.148056,-0.190278,304230
1319,LGAV,EGLL,Athens,London,37.936358,23.944467,51.4775,-0.461389,1328802
1320,LGAV,EGSS,Athens,London,37.936358,23.944467,51.885,0.235,: 
1321,LGAV,KEWR,Athens,Newark,37.936358,23.944467,40.6925,-74.168667,: 
1322,LGAV,KJFK,Athens,New York,37.936358,23.944467,40.639751,-73.778925,154754
1323,LGAV,KPHL,Athens,Philadelphia,37.936358,23.944467,39.871944,-75.241139,101574
1324,LGBL,LOWW,Nea Anghialos,Vienna,39.219619,22.794339,48.110278,16.569722,20302
1325,LGBL,EBCI,Nea Anghialos,Charleroi,39.219619,22.794339,50.459197,4.453817,28722
1326,LGBL,EDDN,Nea Anghialos,Nuernberg,39.219619,22.794339,49.4987,11.066897,: 
1327,LGBL,EDFH,Nea Anghialos,Hahn,39.219619,22.794339,49.948672,7.263892,28112
1328,LGBL,LFPO,Nea Anghialos,Paris,39.219619,22.794339,48.725278,2.359444,17980
1329,LGBL,LIME,Nea Anghialos,Bergamo,39.219619,22.794339,45.673889,9.704166,26104
1330,LGBL,LIRA,Nea Anghialos,Rome,39.219619,22.794339,41.799361,12.594936,: 
1331,LGBL,EGKK,Nea Anghialos,London,39.219619,22.794339,51.148056,-0.190278,24036
1332,LGHI,LGAV,Chios,Athens,38.343175,26.140572,37.936358,23.944467,114020
1333,LGHI,LGTS,Chios,Thessaloniki,38.343175,26.140572,40.519725,22.97095,37868
1334,LGHI,EHAM,Chios,Amsterdam,38.343175,26.140572,52.308613,4.763889,19684
1335,LGIO,LGAV,Ioannina,Athens,39.696388,20.8225,37.936358,23.944467,: 
1336,LGIR,LOWW,Heraklion,Vienna,35.339719,25.180297,48.110278,16.569722,91782
1337,LGIR,EBBR,Heraklion,Brussels,35.339719,25.180297,50.901389,4.484444,257830
1338,LGIR,LSZH,Heraklion,Zurich,35.339719,25.180297,47.464722,8.549167,162520
1339,LGIR,LCLK,Heraklion,Larnaca,35.339719,25.180297,34.875117,33.62485,: 
1340,LGIR,LKPR,Heraklion,Prague,35.339719,25.180297,50.100833,14.26,189940
1341,LGIR,EDDB,Heraklion,Berlin,35.339719,25.180297,52.380001,13.5225,84426
1341,LGIR,EDDB,Heraklion,Berlin,35.339719,25.180297,52.366667,13.503333,84426
1342,LGIR,EDDF,Heraklion,Frankfurt,35.339719,25.180297,50.026421,8.543125,214848
1343,LGIR,EDDH,Heraklion,Hamburg,35.339719,25.180297,53.630389,9.988228,152384
1344,LGIR,EDDK,Heraklion,Cologne,35.339719,25.180297,50.865917,7.142744,97896
1345,LGIR,EDDL,Heraklion,Duesseldorf,35.339719,25.180297,51.289453,6.766775,258076
1346,LGIR,EDDM,Heraklion,Munich,35.339719,25.180297,48.353783,11.786086,247602
1347,LGIR,EDDP,Heraklion,Leipzig,35.339719,25.180297,51.432447,12.241633,: 
1348,LGIR,EDDS,Heraklion,Stuttgart,35.339719,25.180297,48.689878,9.221964,209656
1349,LGIR,EDDV,Heraklion,Hannover,35.339719,25.180297,52.461056,9.685078,119464
1350,LGIR,LGAV,Heraklion,Athens,35.339719,25.180297,37.936358,23.944467,606933
1351,LGIR,LGRP,Heraklion,Rhodos,35.339719,25.180297,36.405419,28.086192,: 
1352,LGIR,LGTS,Heraklion,Thessaloniki,35.339719,25.180297,40.519725,22.97095,170236
1353,LGIR,LFLL,Heraklion,Lyon,35.339719,25.180297,45.726387,5.090833,158860
1354,LGIR,LFPG,Heraklion,Paris,35.339719,25.180297,49.012779,2.55,320968
1355,LGIR,LFPO,Heraklion,Paris,35.339719,25.180297,48.725278,2.359444,148032
1356,LGIR,LFRS,Heraklion,Nantes,35.339719,25.180297,47.153189,-1.610725,173738
1357,LGIR,LFSB,Heraklion,Mulhouse,35.339719,25.180297,47.589583,7.529914,95390
1358,LGIR,LLBG,Heraklion,Tel-aviv,35.339719,25.180297,32.011389,34.886667,510086
1359,LGIR,LIMC,Heraklion,Milano,35.339719,25.180297,45.630606,8.728111,153844
1360,LGIR,EHAM,Heraklion,Amsterdam,35.339719,25.180297,52.308613,4.763889,462434
1361,LGIR,EPWA,Heraklion,Warsaw,35.339719,25.180297,52.16575,20.967122,103230
1362,LGIR,ULLI,Heraklion,St. Petersburg,35.339719,25.180297,59.800292,30.262503,215394
1363,LGIR,USSS,Heraklion,Yekaterinburg,35.339719,25.180297,56.743108,60.802728,117582
1364,LGIR,UUDD,Heraklion,Moscow,35.339719,25.180297,55.408611,37.906111,565668
1365,LGIR,UUEE,Heraklion,Moscow,35.339719,25.180297,55.972642,37.414589,321786
1366,LGIR,UKBB,Heraklion,Kiev,35.339719,25.180297,50.345,30.894722,188588
1367,LGIR,EGBB,Heraklion,Birmingham,35.339719,25.180297,52.453856,-1.748028,122512
1368,LGIR,EGCC,Heraklion,Manchester,35.339719,25.180297,53.353744,-2.27495,287196
1369,LGIR,EGKK,Heraklion,London,35.339719,25.180297,51.148056,-0.190278,464778
1370,LGIR,EGNM,Heraklion,Leeds,35.339719,25.180297,53.865897,-1.660569,80320
1371,LGIR,EGPF,Heraklion,Glasgow,35.339719,25.180297,55.871944,-4.433056,86384
1372,LGKF,LGAV,Keffallinia,Athens,38.120069,20.500481,37.936358,23.944467,29638
1373,LGKF,LIME,Keffallinia,Bergamo,38.120069,20.500481,45.673889,9.704166,32004
1374,LGKF,LIRP,Keffallinia,Pisa,38.120069,20.500481,43.683917,10.39275,29868
1375,LGKF,EHAM,Keffallinia,Amsterdam,38.120069,20.500481,52.308613,4.763889,63720
1376,LGKF,EPWA,Keffallinia,Warsaw,38.120069,20.500481,52.16575,20.967122,24786
1377,LGKF,ESSA,Keffallinia,Stockholm,38.120069,20.500481,59.651944,17.918611,: 
1378,LGKF,EGBB,Keffallinia,Birmingham,38.120069,20.500481,52.453856,-1.748028,34608
1379,LGKF,EGCC,Keffallinia,Manchester,38.120069,20.500481,53.353744,-2.27495,133772
1380,LGKF,EGGD,Keffallinia,Bristol,38.120069,20.500481,51.382669,-2.719089,: 
1381,LGKF,EGGW,Keffallinia,London,38.120069,20.500481,51.874722,-0.368333,: 
1382,LGKF,EGKK,Keffallinia,London,38.120069,20.500481,51.148056,-0.190278,214144
1383,LGKF,EGSS,Keffallinia,London,38.120069,20.500481,51.885,0.235,56730
1384,LGKL,LOWW,Kalamata,Vienna,37.068319,22.025525,48.110278,16.569722,25086
1385,LGKL,EDDM,Kalamata,Munich,37.068319,22.025525,48.353783,11.786086,26292
1386,LGKL,EDDN,Kalamata,Nuernberg,37.068319,22.025525,49.4987,11.066897,: 
1387,LGKL,LGAV,Kalamata,Athens,37.068319,22.025525,37.936358,23.944467,: 
1388,LGKL,LGTS,Kalamata,Thessaloniki,37.068319,22.025525,40.519725,22.97095,17137
1389,LGKL,LIME,Kalamata,Bergamo,37.068319,22.025525,45.673889,9.704166,30440
1390,LGKL,EHAM,Kalamata,Amsterdam,37.068319,22.025525,52.308613,4.763889,21322
1391,LGKL,UUDD,Kalamata,Moscow,37.068319,22.025525,55.408611,37.906111,15266
1392,LGKL,ESSA,Kalamata,Stockholm,37.068319,22.025525,59.651944,17.918611,16114
1393,LGKL,EGCC,Kalamata,Manchester,37.068319,22.025525,53.353744,-2.27495,18720
1394,LGKL,EGKK,Kalamata,London,37.068319,22.025525,51.148056,-0.190278,43488
1395,LGKO,LOWW,Kos,Vienna,36.793335,27.091667,48.110278,16.569722,49982
1396,LGKO,EBBR,Kos,Brussels,36.793335,27.091667,50.901389,4.484444,137646
1397,LGKO,LSZH,Kos,Zurich,36.793335,27.091667,47.464722,8.549167,88416
1398,LGKO,LKPR,Kos,Prague,36.793335,27.091667,50.100833,14.26,123226
1399,LGKO,EDDF,Kos,Frankfurt,36.793335,27.091667,50.026421,8.543125,82528
1400,LGKO,EDDH,Kos,Hamburg,36.793335,27.091667,53.630389,9.988228,54358
1401,LGKO,EDDK,Kos,Cologne,36.793335,27.091667,50.865917,7.142744,49158
1402,LGKO,EDDL,Kos,Duesseldorf,36.793335,27.091667,51.289453,6.766775,89112
1403,LGKO,EDDM,Kos,Munich,36.793335,27.091667,48.353783,11.786086,108480
1404,LGKO,EDDS,Kos,Stuttgart,36.793335,27.091667,48.689878,9.221964,79620
1405,LGKO,EDDV,Kos,Hannover,36.793335,27.091667,52.461056,9.685078,51850
1406,LGKO,EDFH,Kos,Hahn,36.793335,27.091667,49.948672,7.263892,: 
1407,LGKO,EKCH,Kos,Copenhagen,36.793335,27.091667,55.617917,12.655972,49162
1408,LGKO,LGAV,Kos,Athens,36.793335,27.091667,37.936358,23.944467,150294
1409,LGKO,EFHK,Kos,Helsinki,36.793335,27.091667,60.317222,24.963333,61408
1410,LGKO,LFSB,Kos,Mulhouse,36.793335,27.091667,47.589583,7.529914,43444
1411,LGKO,LLBG,Kos,Tel-aviv,36.793335,27.091667,32.011389,34.886667,85936
1412,LGKO,LIMC,Kos,Milano,36.793335,27.091667,45.630606,8.728111,57282
1413,LGKO,LIME,Kos,Bergamo,36.793335,27.091667,45.673889,9.704166,76866
1414,LGKO,LIPE,Kos,Bologna,36.793335,27.091667,44.535444,11.288667,46508
1415,LGKO,LIPX,Kos,Villafranca,36.793335,27.091667,45.395706,10.888533,: 
1417,LGKO,EHAM,Kos,Amsterdam,36.793335,27.091667,52.308613,4.763889,362014
1418,LGKO,ENGM,Kos,Oslo,36.793335,27.091667,60.193917,11.100361,: 
1419,LGKO,EPWA,Kos,Warsaw,36.793335,27.091667,52.16575,20.967122,60182
1420,LGKO,ULLI,Kos,St. Petersburg,36.793335,27.091667,59.800292,30.262503,102472
1421,LGKO,UUDD,Kos,Moscow,36.793335,27.091667,55.408611,37.906111,182890
1422,LGKO,EGBB,Kos,Birmingham,36.793335,27.091667,52.453856,-1.748028,60448
1423,LGKO,EGCC,Kos,Manchester,36.793335,27.091667,53.353744,-2.27495,160206
1424,LGKO,EGGD,Kos,Bristol,36.793335,27.091667,51.382669,-2.719089,: 
1425,LGKO,EGKK,Kos,London,36.793335,27.091667,51.148056,-0.190278,231622
1426,LGKO,EGNT,Kos,Newcastle,36.793335,27.091667,55.0375,-1.691667,: 
1427,LGKO,EGNX,Kos,East Midlands,36.793335,27.091667,52.831111,-1.328056,: 
1428,LGKO,EGPF,Kos,Glasgow,36.793335,27.091667,55.871944,-4.433056,: 
1429,LGKO,EGSS,Kos,London,36.793335,27.091667,51.885,0.235,40750
1430,LGKP,LOWW,Karpathos,Vienna,35.421408,27.146008,48.110278,16.569722,31244
1431,LGKP,LGAV,Karpathos,Athens,35.421408,27.146008,37.936358,23.944467,23586
1432,LGKP,LGRP,Karpathos,Rhodos,35.421408,27.146008,36.405419,28.086192,22885
1433,LGKP,LIMC,Karpathos,Milano,35.421408,27.146008,45.630606,8.728111,25086
1434,LGKP,LIPX,Karpathos,Villafranca,35.421408,27.146008,45.395706,10.888533,19786
1435,LGKP,EHAM,Karpathos,Amsterdam,35.421408,27.146008,52.308613,4.763889,38956
1436,LGKP,ESGG,Karpathos,Gothenborg,35.421408,27.146008,57.662836,12.279819,16466
1437,LGKR,LOWW,Kerkyra/corfu,Vienna,39.601944,19.911667,48.110278,16.569722,48734
1438,LGKR,EBBR,Kerkyra/corfu,Brussels,39.601944,19.911667,50.901389,4.484444,123690
1439,LGKR,LKPR,Kerkyra/corfu,Prague,39.601944,19.911667,50.100833,14.26,71544
1440,LGKR,EDDF,Kerkyra/corfu,Frankfurt,39.601944,19.911667,50.026421,8.543125,66248
1441,LGKR,EDDH,Kerkyra/corfu,Hamburg,39.601944,19.911667,53.630389,9.988228,41036
1442,LGKR,EDDK,Kerkyra/corfu,Cologne,39.601944,19.911667,50.865917,7.142744,: 
1443,LGKR,EDDL,Kerkyra/corfu,Duesseldorf,39.601944,19.911667,51.289453,6.766775,83530
1444,LGKR,EDDM,Kerkyra/corfu,Munich,39.601944,19.911667,48.353783,11.786086,72112
1445,LGKR,EDDP,Kerkyra/corfu,Leipzig,39.601944,19.911667,51.432447,12.241633,: 
1446,LGKR,EDDS,Kerkyra/corfu,Stuttgart,39.601944,19.911667,48.689878,9.221964,54306
1447,LGKR,EDDT,Kerkyra/corfu,Berlin,39.601944,19.911667,52.559686,13.287711,: 
1448,LGKR,EDDV,Kerkyra/corfu,Hannover,39.601944,19.911667,52.461056,9.685078,: 
1449,LGKR,LGAV,Kerkyra/corfu,Athens,39.601944,19.911667,37.936358,23.944467,194648
1450,LGKR,LFPG,Kerkyra/corfu,Paris,39.601944,19.911667,49.012779,2.55,43568
1451,LGKR,LFPO,Kerkyra/corfu,Paris,39.601944,19.911667,48.725278,2.359444,41704
1452,LGKR,LHBP,Kerkyra/corfu,Budapest,39.601944,19.911667,47.436933,19.255592,: 
1453,LGKR,EHAM,Kerkyra/corfu,Amsterdam,39.601944,19.911667,52.308613,4.763889,117992
1454,LGKR,EPKT,Kerkyra/corfu,Katowice,39.601944,19.911667,50.474253,19.080019,: 
1455,LGKR,EPWA,Kerkyra/corfu,Warsaw,39.601944,19.911667,52.16575,20.967122,: 
1456,LGKR,ULLI,Kerkyra/corfu,St. Petersburg,39.601944,19.911667,59.800292,30.262503,68174
1457,LGKR,UUDD,Kerkyra/corfu,Moscow,39.601944,19.911667,55.408611,37.906111,165564
1458,LGKR,EGBB,Kerkyra/corfu,Birmingham,39.601944,19.911667,52.453856,-1.748028,113456
1459,LGKR,EGCC,Kerkyra/corfu,Manchester,39.601944,19.911667,53.353744,-2.27495,292852
1460,LGKR,EGGD,Kerkyra/corfu,Bristol,39.601944,19.911667,51.382669,-2.719089,69988
1461,LGKR,EGGW,Kerkyra/corfu,London,39.601944,19.911667,51.874722,-0.368333,128732
1462,LGKR,EGKK,Kerkyra/corfu,London,39.601944,19.911667,51.148056,-0.190278,427694
1463,LGKR,EGNM,Kerkyra/corfu,Leeds,39.601944,19.911667,53.865897,-1.660569,45668
1464,LGKR,EGNT,Kerkyra/corfu,Newcastle,39.601944,19.911667,55.0375,-1.691667,83630
1465,LGKR,EGNX,Kerkyra/corfu,East Midlands,39.601944,19.911667,52.831111,-1.328056,97016
1466,LGKR,EGPF,Kerkyra/corfu,Glasgow,39.601944,19.911667,55.871944,-4.433056,42752
1467,LGKR,EGSS,Kerkyra/corfu,London,39.601944,19.911667,51.885,0.235,75872
1468,LGKV,LOWW,Kavala,Vienna,40.913306,24.619223,48.110278,16.569722,27482
1469,LGKV,EDDK,Kavala,Cologne,40.913306,24.619223,50.865917,7.142744,38216
1470,LGKV,EDDL,Kavala,Duesseldorf,40.913306,24.619223,51.289453,6.766775,28438
1471,LGKV,EDDM,Kavala,Munich,40.913306,24.619223,48.353783,11.786086,21318
1472,LGKV,EDDS,Kavala,Stuttgart,40.913306,24.619223,48.689878,9.221964,35098
1473,LGKV,LGAV,Kavala,Athens,40.913306,24.619223,37.936358,23.944467,64485
1474,LGKV,EGBB,Kavala,Birmingham,40.913306,24.619223,52.453856,-1.748028,17854
1475,LGKV,EGCC,Kavala,Manchester,40.913306,24.619223,53.353744,-2.27495,15154
1476,LGKV,EGKK,Kavala,London,40.913306,24.619223,51.148056,-0.190278,17820
1477,LGLM,LGAV,Limnos,Athens,39.917072,25.236308,37.936358,23.944467,45732
1478,LGLM,LGRP,Limnos,Rhodos,39.917072,25.236308,36.405419,28.086192,: 
1479,LGLM,LGTS,Limnos,Thessaloniki,39.917072,25.236308,40.519725,22.97095,11426
1480,LGLM,EGKK,Limnos,London,39.917072,25.236308,51.148056,-0.190278,25662
1481,LGLM,EGLL,Limnos,London,39.917072,25.236308,51.4775,-0.461389,10718
1482,LGMK,LOWW,Mykonos,Vienna,37.435128,25.348103,48.110278,16.569722,41382
1483,LGMK,LSZH,Mykonos,Zurich,37.435128,25.348103,47.464722,8.549167,23680
1484,LGMK,LGAV,Mykonos,Athens,37.435128,25.348103,37.936358,23.944467,215800
1485,LGMK,LEBL,Mykonos,Barcelona,37.435128,25.348103,41.297078,2.078464,21580
1486,LGMK,LFPO,Mykonos,Paris,37.435128,25.348103,48.725278,2.359444,23382
1487,LGMK,LLBG,Mykonos,Tel-aviv,37.435128,25.348103,32.011389,34.886667,28676
1488,LGMK,LIMC,Mykonos,Milano,37.435128,25.348103,45.630606,8.728111,149288
1489,LGMK,LIPX,Mykonos,Villafranca,37.435128,25.348103,45.395706,10.888533,27146
1490,LGMK,LIPZ,Mykonos,Venice,37.435128,25.348103,45.505278,12.351944,22508
1491,LGMK,LIRF,Mykonos,Rome,37.435128,25.348103,41.804475,12.250797,65546
1492,LGMK,LTFJ,Mykonos,Istanbul,37.435128,25.348103,40.898553,29.309219,30476
1493,LGMK,EGCC,Mykonos,Manchester,37.435128,25.348103,53.353744,-2.27495,28268
1494,LGMK,EGGW,Mykonos,London,37.435128,25.348103,51.874722,-0.368333,29034
1495,LGMK,EGKK,Mykonos,London,37.435128,25.348103,51.148056,-0.190278,87848
1496,LGMT,LGAV,Mytilini,Athens,39.056667,26.598333,37.936358,23.944467,209421
1497,LGMT,LGTS,Mytilini,Thessaloniki,39.056667,26.598333,40.519725,22.97095,60316
1498,LGMT,EHAM,Mytilini,Amsterdam,39.056667,26.598333,52.308613,4.763889,77058
1499,LGMT,EGCC,Mytilini,Manchester,39.056667,26.598333,53.353744,-2.27495,: 
1500,LGMT,EGKK,Mytilini,London,39.056667,26.598333,51.148056,-0.190278,21144
1501,LGPZ,LOWW,Preveza,Vienna,38.925467,20.765311,48.110278,16.569722,23416
1502,LGPZ,LKPR,Preveza,Prague,38.925467,20.765311,50.100833,14.26,27590
1503,LGPZ,EFHK,Preveza,Helsinki,38.925467,20.765311,60.317222,24.963333,46046
1504,LGPZ,EHAM,Preveza,Amsterdam,38.925467,20.765311,52.308613,4.763889,68784
1505,LGPZ,ENGM,Preveza,Oslo,38.925467,20.765311,60.193917,11.100361,38692
1506,LGPZ,ESSA,Preveza,Stockholm,38.925467,20.765311,59.651944,17.918611,35358
1507,LGPZ,EGCC,Preveza,Manchester,38.925467,20.765311,53.353744,-2.27495,79986
1508,LGPZ,EGKK,Preveza,London,38.925467,20.765311,51.148056,-0.190278,153696
1509,LGRP,LOWW,Rhodos,Vienna,36.405419,28.086192,48.110278,16.569722,81176
1510,LGRP,EBBR,Rhodos,Brussels,36.405419,28.086192,50.901389,4.484444,153114
1511,LGRP,LKPR,Rhodos,Prague,36.405419,28.086192,50.100833,14.26,160708
1512,LGRP,EDDF,Rhodos,Frankfurt,36.405419,28.086192,50.026421,8.543125,105596
1513,LGRP,EDDL,Rhodos,Duesseldorf,36.405419,28.086192,51.289453,6.766775,119362
1514,LGRP,EDDM,Rhodos,Munich,36.405419,28.086192,48.353783,11.786086,115634
1515,LGRP,EDDP,Rhodos,Leipzig,36.405419,28.086192,51.432447,12.241633,: 
1516,LGRP,EDDS,Rhodos,Stuttgart,36.405419,28.086192,48.689878,9.221964,87572
1517,LGRP,EKBI,Rhodos,Billund,36.405419,28.086192,55.740322,9.151778,100796
1518,LGRP,EKCH,Rhodos,Copenhagen,36.405419,28.086192,55.617917,12.655972,123136
1519,LGRP,LGAV,Rhodos,Athens,36.405419,28.086192,37.936358,23.944467,430670
1520,LGRP,LGIR,Rhodos,Heraklion,36.405419,28.086192,35.339719,25.180297,41037
1521,LGRP,LGTS,Rhodos,Thessaloniki,36.405419,28.086192,40.519725,22.97095,106234
1522,LGRP,EFHK,Rhodos,Helsinki,36.405419,28.086192,60.317222,24.963333,179552
1523,LGRP,LFPG,Rhodos,Paris,36.405419,28.086192,49.012779,2.55,80624
1524,LGRP,LLBG,Rhodos,Tel-aviv,36.405419,28.086192,32.011389,34.886667,392548
1525,LGRP,LIMC,Rhodos,Milano,36.405419,28.086192,45.630606,8.728111,109410
1526,LGRP,LIME,Rhodos,Bergamo,36.405419,28.086192,45.673889,9.704166,76022
1527,LGRP,LIPX,Rhodos,Villafranca,36.405419,28.086192,45.395706,10.888533,: 
1528,LGRP,EHAM,Rhodos,Amsterdam,36.405419,28.086192,52.308613,4.763889,226456
1529,LGRP,ENGM,Rhodos,Oslo,36.405419,28.086192,60.193917,11.100361,151072
1530,LGRP,EPKT,Rhodos,Katowice,36.405419,28.086192,50.474253,19.080019,: 
1531,LGRP,EPWA,Rhodos,Warsaw,36.405419,28.086192,52.16575,20.967122,97290
1532,LGRP,ULLI,Rhodos,St. Petersburg,36.405419,28.086192,59.800292,30.262503,239360
1533,LGRP,UUDD,Rhodos,Moscow,36.405419,28.086192,55.408611,37.906111,304928
1534,LGRP,UUEE,Rhodos,Moscow,36.405419,28.086192,55.972642,37.414589,227758
1535,LGRP,ESGG,Rhodos,Gothenborg,36.405419,28.086192,57.662836,12.279819,110008
1536,LGRP,ESSA,Rhodos,Stockholm,36.405419,28.086192,59.651944,17.918611,186138
1537,LGRP,LZIB,Rhodos,Bratislava,36.405419,28.086192,48.170167,17.212667,: 
1538,LGRP,EGBB,Rhodos,Birmingham,36.405419,28.086192,52.453856,-1.748028,92326
1539,LGRP,EGCC,Rhodos,Manchester,36.405419,28.086192,53.353744,-2.27495,221194
1540,LGRP,EGKK,Rhodos,London,36.405419,28.086192,51.148056,-0.190278,284822
1541,LGRP,EGNT,Rhodos,Newcastle,36.405419,28.086192,55.0375,-1.691667,: 
1542,LGRP,EGNX,Rhodos,East Midlands,36.405419,28.086192,52.831111,-1.328056,97178
1543,LGRP,EGPF,Rhodos,Glasgow,36.405419,28.086192,55.871944,-4.433056,: 
1544,LGRP,EGSS,Rhodos,London,36.405419,28.086192,51.885,0.235,89862
1545,LGRX,LOWW,Patras,Vienna,38.151111,21.425556,48.110278,16.569722,15512
1546,LGRX,LCPH,Patras,Paphos,38.151111,21.425556,34.718039,32.485731,55686
1547,LGRX,EDDF,Patras,Frankfurt,38.151111,21.425556,50.026421,8.543125,16726
1548,LGRX,EDDL,Patras,Duesseldorf,38.151111,21.425556,51.289453,6.766775,15414
1549,LGRX,EDDM,Patras,Munich,38.151111,21.425556,48.353783,11.786086,: 
1550,LGRX,LFPG,Patras,Paris,38.151111,21.425556,49.012779,2.55,: 
1551,LGRX,LIME,Patras,Bergamo,38.151111,21.425556,45.673889,9.704166,33466
1552,LGRX,UUDD,Patras,Moscow,38.151111,21.425556,55.408611,37.906111,44848
